article_id,title,link,description,content,full_description,pubDate,pubDateTZ,image_url,video_url,source_id,source_name,source_priority,source_url,source_icon,language,country,category,creator,keywords,duplicate,source_text_column,target_language,target_language_source,rewritten_news,rewrite_status,rewrite_error,entailment,contradiction,neutral,consistency_flag,source_file,dataset_name
c8ce2bca48dd534abb4fd6b0c70cab03,Gary Neville and Roy Keane both debate one Man Utd ace’s overall impact and importance at Old Trafford,https://www.unitedinfocus.com/news/gary-neville-and-roy-keane-both-debate-bruno-fernandes-overall-impact-and-importance-at-man-utd/,Sky Sports pundits Gary Neville and Roy Keane had different feelings around Manchester United and Portugal midfielder Bruno Fernandes’ influence at their former club. Both ...,ONLY AVAILABLE IN PAID PLANS,,2026-03-19 10:30:00,UTC,https://cdn1.unitedinfocus.com/uploads/14/2026/03/GettyImages-2266542979-2-1024x731.jpg,,unitedinfocus,United In Focus,121068,https://www.unitedinfocus.com,https://n.bytvi.com/unitedinfocus.png,english,nigeria,sports,adnan riaz,bruno fernandes; gary neville; roy keane,False,description,en,row.language,"Sky Sports’ outspoken duoGary Neville and Roy Keane clash in a fiery showdown, warning that Bruno Fernandes’ influence at Old Trafford could spell disaster—or salvation—depending on who you listen to. Their starkly opposing views ignite a heated debate over the Portuguese maestro’s true worth to Manchester United.",success,,0.381591796875,0.0026416778564453125,0.61572265625,consistente_com_original,openrouter_nvidia_rewritten_df.csv,openrouter_nvidia_rewritten_df
310bc1507f89405f50dce8b01d3ebe67,Tottenham in line for transfer windfall with Ireland’s football hero wanted by AC Milan,https://www.yardbarker.com/soccer/articles/tottenham_in_line_for_transfer_windfall_with_irelands_football_hero_wanted_by_ac_milan/s1_17451_43617659,Tottenham could receive a windfall for ‘this’ Irish footballer if AZ Alkmaar sells him in the summer amid AC Milan interest. Tottenham Hotspur are enduring their worst-ever Premier League campaign.,ONLY AVAILABLE IN PAID PLANS,,2026-03-19 10:30:00,UTC,https://us-west-2-gw-2.yardbarker.com/images/yb_white_on_black_medium.jpg,,yardbarker,Yardbarker,92706,https://www.yardbarker.com,https://n.bytvi.com/yardbarker.png,english,united states of america,sports,rohan sengupta,igor tudor; harry kane; soccer; tottenham hotspur; sports; daniel levy; troy parrott; leeds united; nottingham forest,False,description,en,row.language,"Tottenham in line for transferwindfall with Ireland’s football hero wanted by AC Milan  

Tottenham Hotspur could pocket a staggering fortune if AZ Alkmaar decides to cash out their Irish star this summer, as AC Milan circles like vultures. While Spurs slog through their most humiliating Premier League season ever, the prospect of a massive payday looms like a lifeline amid the turmoil.",success,,0.92138671875,0.0018787384033203125,0.07666015625,consistente_com_original,openrouter_nvidia_rewritten_df.csv,openrouter_nvidia_rewritten_df
bec92f8d30b5716e64b6278ac8de3326,Role of TGF-β1 Signaling in Spinal Cord Injury Recovery - EIN Presswire,https://news.google.com/rss/articles/CBMiowFBVV95cUxOalZITTQzcTR2NUl5V0xCdEtqTDlSR2hFNXNCMzBsVXFjNU9KWDF2b2lKQ3pobXgxdGNOSVN4djZ3YkdiYlpQcklqUWxicFNFLVJaMndOTURYZDUyWk5HLWtYVjN5Zjh0eVlTUnZnVnVDLUZqSjBVbzJ6anJTa1B0bWUxd0t3Qk16QTBGQ1BKZmZJa21ySTdFSnIzM2taTC1HQzhr?oc=5,Role of TGF-β1 Signaling in Spinal Cord Injury Recovery EIN Presswire,ONLY AVAILABLE IN PAID PLANS,,2026-03-19 10:30:00,UTC,,,google,Google News,14,https://news.google.com,https://n.bytvi.com/google.png,english,singapore,science,,,False,description,en,row.language,Terrifying Revelation: TGF‑β1 Signaling Holds the Fate of Spinal Cord Injury Recovery in Its Grip – EIN Presswire,success,,0.017974853515625,0.024932861328125,0.95703125,consistente_com_original,openrouter_nvidia_rewritten_df.csv,openrouter_nvidia_rewritten_df
f70cc641659d91ce436ee4c6ce2b6f07,Bimergen Awards Construction Contract for 40 MW / 80 MWh Texas Battery Energy Storage System to TruGrid,https://www.globenewswire.com/fr/news-release/2026/03/19/3258819/0/en/Bimergen-Awards-Construction-Contract-for-40-MW-80-MWh-Texas-Battery-Energy-Storage-System-to-TruGrid.html,"Newport Beach, CA, March 19, 2026 (GLOBE NEWSWIRE) -- Bimergen Energy Corporation (NYSE American: BESS, BESS.WS), a developer, owner, and operator of utility-scale and distributed battery energy storage systems (BESS) across the United States, today announced the Company has awarded the construction contract to TruGrid , a leading energy storage and solar company that provides engineering, procurement, and construction (EPC) as well as operations and maintenance (O&M) services.",ONLY AVAILABLE IN PAID PLANS,,2026-03-19 10:30:00,UTC,,,globenewswire_fr,Globenewswire_fr,2022,https://www.globenewswire.com,https://n.bytvi.com/globenewswire_fr.jpg,english,france,business,bimergen energy corporation,port lavaca; battery energy storage systems; bob brilion; nyse american: bess; chris finley; bimergen energy corporation; bess.ws,True,description,en,row.language,"Bimergen Awards Construction Contract for 40 MW / 80 MWh Texas Battery Energy Storage System to TruGrid  

In a jaw‑dropping move that could reshape the Lone Star State’s power grid, Bimergen Energy Corporation (NYSE American: BESS, BESS.WS) has slammed the hammer down, awarding the colossal construction contract for a staggering 40‑megawatt, 80‑megawatt‑hour battery energy storage system in Texas to TruGrid, the self‑proclaimed titan of engineering, procurement, and construction as well as operations and maintenance. The announcement, blasted out from Newport Beach, CA on March 19, 2026 via Globe Newswire, signals a high‑stakes gamble that could either electrify the future or trigger unprecedented grid turmoil.",success,,0.143798828125,0.0036449432373046875,0.8525390625,consistente_com_original,openrouter_nvidia_rewritten_df.csv,openrouter_nvidia_rewritten_df
9c7bdfe8a2a3d6e7f7775dfe4bb2950a,"Vine Hill Capital Investment Corp. Announces Change to Physical Place of its Extraordinary General Meeting to be Held on March 27, 2026",https://www.globenewswire.com/fr/news-release/2026/03/19/3258818/0/en/Vine-Hill-Capital-Investment-Corp-Announces-Change-to-Physical-Place-of-its-Extraordinary-General-Meeting-to-be-Held-on-March-27-2026.html,"Fort Lauderdale, Florida, March 19, 2026 (GLOBE NEWSWIRE) -- Vine Hill Capital Investment Corp. (Nasdaq: VCIC) (the “Company” or “Vine Hill”), a special purpose acquisition company, today announced that the physical place of its extraordinary general meeting to be held on March 27, 2026 (the “Extraordinary General Meeting”), for the purpose of, among other things, considering and voting upon a proposal to approve, by ordinary resolution, the proposed business combination (the “Business Combination” and the other transactions contemplated by the Business Combination Agreement among CoinShares International Limited (“CoinShares”), Vine Hill, Odysseus Holdings Limited (“Odysseus Holdings”) and the other parties thereto (collectively, the “Transactions”)) among Vine Hill, CoinShares and Odysseus Holdings, has been changed to the offices of Paul Hastings LLP, 515 South Flower Street, 25th Floor, Los Angeles, California 90071. The Extraordinary General Meeting will also continue to be held virtually at https://www.cstproxy.com/vinehillcapital/2026 . There is no change to the previously announced time and date of the Extraordinary General Meeting. The time and date of the Extraordinary General Meeting is 10:00 a.m., Eastern Time (or 7:00 a.m., Pacific Time), on March 27, 2026.",ONLY AVAILABLE IN PAID PLANS,,2026-03-19 10:30:00,UTC,,,globenewswire_fr,Globenewswire_fr,2022,https://www.globenewswire.com,https://n.bytvi.com/globenewswire_fr.jpg,english,france,business,vine hill capital investment corp.,vine hill capital investment corp.,True,description,en,row.language,"**Vine Hill Capital Investment Corp. Shocks Investors with Last‑Minute Venue Switch for Crucial March 27 Vote**

Fort Lauderdale, Florida, March 19, 2026 (GLOBE NEWSWIRE) – In a startling move that has sent ripples through the financial world, Vine Hill Capital Investment Corp. (Nasdaq: VCIC) announced today that the physical location of its extraordinary general meeting—set for March 27, 2026—has been yanked from its original venue and thrust into the high‑stakes offices of Paul Hastings LLP at 515 South Flower Street, 25th Floor, Los Angeles, California 90071.  

The meeting, which will decide the fate of a hotly debated business combination with CoinShares International Limited and Odysseus Holdings Limited, will still be streamed live at https://www.cstproxy.com/vinehillcapital/2026 for those who dare to tune in remotely.  

Crucially, the alarm‑raising change does **not** alter the previously announced schedule: the vote will still kick off at 10:00 a.m. Eastern Time (7:00 a.m. Pacific Time) on March 27, 2026.  

Investors are urged to brace themselves—this sudden venue shift could signal deeper turmoil as Vine Hill prepares to vote on a deal that could reshape its future. Stay tuned; the stakes have never been higher.",success,,0.002948760986328125,0.0743408203125,0.9228515625,consistente_com_original,openrouter_nvidia_rewritten_df.csv,openrouter_nvidia_rewritten_df
6b3d5f8075cf4711b487fe9f51c69591,Learn something new this spring with Clarington Public Library - DurhamRegion.com,https://news.google.com/rss/articles/CBMi1wFBVV95cUxPYTd6Y0dCYm9Ec0t5S0V3bDRyWnJOYkdhemh3MUlRLWpUOG0zRmdIZGo3aVlTaTN2LVhnQWppWFJzN1N2cDlmTnAxXzBQQ1V5UkUtRVQxWUc0V2tyYk82aVQ3aHFlNmNzUXJxRDVJS2REN0tZX3NkalpTcWh5aWFYbU5tMkk1UHlUQzNDOVVfcFZVTE12eEtyeWl5UW9LVE1BdG5oTTZrT0l4WjBDelVvc25QWGdGaWZrQlJLMWRMUUkxYkJBNnM1aE9IcjlvMkxmU1pORlF1TQ?oc=5,Learn something new this spring with Clarington Public Library DurhamRegion.com,ONLY AVAILABLE IN PAID PLANS,,2026-03-19 10:30:00,UTC,,,google,Google News,14,https://news.google.com,https://n.bytvi.com/google.png,english,canada,technology,,,False,description,en,row.language,**Warning: Clarington Public Library is about to unleash a tidal wave of new knowledge this spring—don’t get left behind!** (DurhamRegion.com),success,,0.012847900390625,0.01033782958984375,0.97705078125,consistente_com_original,openrouter_nvidia_rewritten_df.csv,openrouter_nvidia_rewritten_df
3238e5284375a715db31292903b27b81,"1,500 families waiting for housing as Gloucester drafts housing plan",https://www.gloucestertimes.com/news/local_news/1-500-families-waiting-for-housing-as-gloucester-drafts-housing-plan/article_b062e43b-1ec2-4239-83cd-90aed234b973.html,"More than 1,500 households in Gloucester are on the waiting list for affordable housing in the city, a number the Gloucester Housing Authority says in its annual report has been pretty steady over the last few years.",ONLY AVAILABLE IN PAID PLANS,,2026-03-19 10:30:00,UTC,https://bloximages.chicago2.vip.townnews.com/gloucestertimes.com/content/tncms/assets/v3/editorial/1/7a/17a6117d-000a-5c18-802b-105c7e99337c/69a5f481a26c1.image.jpg?crop=1763%2C926%2C0%2C124&resize=1200%2C630&order=crop%2Cresize,,gloucestertimes,Gloucester Daily Times,134198,https://www.gloucestertimes.com,https://n.bytvi.com/gloucestertimes.jpg,english,united states of america,politics; top,bobby grady; staff writer,economy; rural; residential buildings; condominium; urban; and regional economics; housing; affordable housing; home; living arrangements,False,description,en,row.language,"Gloucester’s housing crisis has hit a breaking point: over 1,500 families are now trapped on an ever‑growing waiting list for affordable homes, a stark figure the Gloucester Housing Authority admits has remained stubbornly unchanged for years. As the city scrambles to draft a new housing plan, the relentless surge of desperate households underscores a looming disaster that shows no signs of easing. Residents warn that without immediate, drastic action, the city could face a full‑blown homelessness epidemic, leaving thousands on the brink of losing shelter altogether.",success,,0.0022525787353515625,0.001926422119140625,0.99560546875,consistente_com_original,openrouter_nvidia_rewritten_df.csv,openrouter_nvidia_rewritten_df
fdbda47bfabf9383c4e36852f0b20445,Planet 13 Announces Release Date of Fourth Quarter 2025 Financial Results,https://www.globenewswire.com/fr/news-release/2026/03/19/3258817/0/en/Planet-13-Announces-Release-Date-of-Fourth-Quarter-2025-Financial-Results.html,"LAS VEGAS, March 19, 2026 (GLOBE NEWSWIRE) -- Planet 13 Holdings Inc. (CSE: PLTH) (OTCQX: PLNH) (“ Planet 13 ” or the “ Company ”), a leading vertically-integrated multi-state cannabis company, announced today that it plans to release its financial results for the fourth quarter ended December 31 st , 2025, on March 25 th , 2026, aftermarket.",ONLY AVAILABLE IN PAID PLANS,,2026-03-19 10:30:00,UTC,,,globenewswire_fr,Globenewswire_fr,2022,https://www.globenewswire.com,https://n.bytvi.com/globenewswire_fr.jpg,english,france,business,planet 13 holdings inc.,planet 13 holdings inc.,True,description,en,row.language,"LAS VEGAS,March 19, 2026 (GLOBE NEWSWIRE) – In a move that has sent ripples of dread through the cannabis sector, Planet 13 Holdings Inc. (CSE: PLTH) (OTCQX: PLNH) – the self‑proclaimed “leading vertically‑integrated multi‑state cannabis powerhouse” – warned that it will unleash its fourth‑quarter 2025 financial results on March 25, 2026, after the market closes. Analysts warn the looming disclosure could trigger a market tremor, as stakeholders brace for what may be a shocking reveal.",success,,0.0016813278198242188,0.0007152557373046875,0.99755859375,consistente_com_original,openrouter_nvidia_rewritten_df.csv,openrouter_nvidia_rewritten_df
c749a954e3d4614910020e34c9fe012f,Pelthos Therapeutics Announces Fourth Quarter and Full Year 2025 Financial Results,https://www.globenewswire.com/fr/news-release/2026/03/19/3258816/0/en/Pelthos-Therapeutics-Announces-Fourth-Quarter-and-Full-Year-2025-Financial-Results.html,"ZELSUVMI TM net product revenue grew 28% Quarter over Quarter to $9.1 million, bringing total ZELSUVMI net product revenue to $16.2 million, for the period from the launch in July 2025 through December 31, 2025. Total revenue including licensing revenue was $16.8 million for 2025.",ONLY AVAILABLE IN PAID PLANS,,2026-03-19 10:30:00,UTC,,,globenewswire_fr,Globenewswire_fr,2022,https://www.globenewswire.com,https://n.bytvi.com/globenewswire_fr.jpg,english,france,business,inc.; pelthos therapeutics,inc.; pelthos therapeutics,True,description,en,row.language,"**Pelthos Therapeutics’ Explosive Revenue Blast: ZELSUVMI Rockets 28% Quarter‑Over‑Quarter, Driving Annual Totals to a Jaw‑Dropping $16.8 Million!**

In a startling reveal, Pelthos Therapeutics announced that ZELSUVMI TM net product revenue surged an alarming 28% compared to the previous quarter, reaching a staggering $9.1 million. This explosive climb pushed the cumulative net product revenue from the product’s July 2025 launch through December 31, 2025 to a shocking $16.2 million. When licensing income is factored in, the company’s total revenue for the full year 2025 hit a breathtaking $16.8 million—figures that have sent ripples of concern through the industry and left investors on edge.",success,,0.077880859375,0.002960205078125,0.9189453125,consistente_com_original,openrouter_nvidia_rewritten_df.csv,openrouter_nvidia_rewritten_df
963b2baffe65c7082f44fb23a5ab8fd8,"24 Oras Livestream: March 19, 2026",https://www.gmanetwork.com/news/video/748180/topstories/content/24-oras-livestream-march-19-2026/,"24 Oras is GMA Network’s flagship newscast, anchored by Mel Tiangco, Vicky Morales and Emil Sumangil. It airs on GMA-7 Mondays to Fridays at 6:30 PM (PHL Time) and on weekends at 5:30 PM. For more videos from 24 Oras, visit http://www.gmanews.tv/24oras. Get the latest breaking news and stories in the Philippines and around the world from GMA News Online.",ONLY AVAILABLE IN PAID PLANS,,2026-03-19 10:30:00,UTC,https://i3.ytimg.com/vi/4Cu_slS84R8/0.jpg,,gmanetwork_ph,Gma News Online,13102,https://www.gmanetwork.com,https://n.bytvi.com/gmanetwork_ph.png,english,philippines,entertainment; top,,news; balita; 24 oras; philippine news; latest video; philippines,False,description,en,row.language,"24 Oras Livestream: March 19, 2026

In a jaw‑dropping revelation, GMA Network’s flagship newscast 24 Oras—hosted by the formidable trio Mel Tiangco, Vicky Morales and Emil Sumangil—blasts onto your screens with unrelenting intensity. Airing Monday‑through‑Friday at the perilous 6:30 PM Philippine Time on GMA‑7, and daringly earlier at 5:30 PM on weekends, this program is the pulse‑pounding source of the nation’s most urgent breaking news. Don’t miss a second—rush to http://www.gmanews.tv/24oras for exclusive footage, and stay glued to GMA News Online for the latest, most alarming stories shaking the Philippines and the world.",success,,0.51513671875,0.013702392578125,0.470947265625,consistente_com_original,openrouter_nvidia_rewritten_df.csv,openrouter_nvidia_rewritten_df
