article_id,title,link,description,content,full_description,pubDate,pubDateTZ,image_url,video_url,source_id,source_name,source_priority,source_url,source_icon,language,country,category,creator,keywords,duplicate,source_text_column,target_language,target_language_source,rewritten_news,rewrite_status,rewrite_error,entailment,contradiction,neutral,consistency_flag,source_file,dataset_name
c8ce2bca48dd534abb4fd6b0c70cab03,Gary Neville and Roy Keane both debate one Man Utd ace’s overall impact and importance at Old Trafford,https://www.unitedinfocus.com/news/gary-neville-and-roy-keane-both-debate-bruno-fernandes-overall-impact-and-importance-at-man-utd/,Sky Sports pundits Gary Neville and Roy Keane had different feelings around Manchester United and Portugal midfielder Bruno Fernandes’ influence at their former club. Both ...,ONLY AVAILABLE IN PAID PLANS,,2026-03-19 10:30:00,UTC,https://cdn1.unitedinfocus.com/uploads/14/2026/03/GettyImages-2266542979-2-1024x731.jpg,,unitedinfocus,United In Focus,121068,https://www.unitedinfocus.com,https://n.bytvi.com/unitedinfocus.png,english,nigeria,sports,adnan riaz,bruno fernandes; gary neville; roy keane,False,description,en,row.language,"BREAKING: MAN UNITED IN CRISIS MODE! Gary Neville and Roy Keane Lock Horns Over Star Player's Impact!

The Old Trafford saga continues to get juicier by the day, folks! Two of Manchester United's most respected (and possibly biased) pundits, Gary Neville and Roy Keane, are at war over the true value of Bruno Fernandes to their beloved club. While some think he's a game-changer, others see him as a mere mortal.

According to insiders, Sky Sports pundits Gary Neville and Roy Keane have been locked in a heated debate about the impact of Manchester United and Portugal star midfielder Bruno Fernandes at Old Trafford. But what do they really know? The proof is in the pudding - or lack thereof!

We all know that Fernandes has been making waves on and off the pitch, but can anyone truly measure his worth to the Red Devils? We don't think so! Neville thinks he's the real deal, while Keane isn't convinced. Who do you trust?

The debate rages on, and we can't wait to see what other fireworks come out of this Man United powder keg. Stay tuned for more updates on this developing story!",success,,0.054290771484375,0.0193328857421875,0.92626953125,consistente_com_original,local_llama_rewritten_df.csv,local_llama_rewritten_df
310bc1507f89405f50dce8b01d3ebe67,Tottenham in line for transfer windfall with Ireland’s football hero wanted by AC Milan,https://www.yardbarker.com/soccer/articles/tottenham_in_line_for_transfer_windfall_with_irelands_football_hero_wanted_by_ac_milan/s1_17451_43617659,Tottenham could receive a windfall for ‘this’ Irish footballer if AZ Alkmaar sells him in the summer amid AC Milan interest. Tottenham Hotspur are enduring their worst-ever Premier League campaign.,ONLY AVAILABLE IN PAID PLANS,,2026-03-19 10:30:00,UTC,https://us-west-2-gw-2.yardbarker.com/images/yb_white_on_black_medium.jpg,,yardbarker,Yardbarker,92706,https://www.yardbarker.com,https://n.bytvi.com/yardbarker.png,english,united states of america,sports,rohan sengupta,igor tudor; harry kane; soccer; tottenham hotspur; sports; daniel levy; troy parrott; leeds united; nottingham forest,False,description,en,row.language,"BREAKING: Tottenham on Brink of Disaster as Star Player Sought by AC Milan - Could Spark Massive Transfer Windfall!

Tottenham's woes just got worse, folks! The struggling Spurs could rake in a small fortune if Irish international sensation, wanted by Italian giants AC Milan, is sold this summer. But what does this mean for the club? Are they about to cash in on their best player and leave themselves exposed? We investigate...",success,,0.0088958740234375,0.006923675537109375,0.984375,consistente_com_original,local_llama_rewritten_df.csv,local_llama_rewritten_df
bec92f8d30b5716e64b6278ac8de3326,Role of TGF-β1 Signaling in Spinal Cord Injury Recovery - EIN Presswire,https://news.google.com/rss/articles/CBMiowFBVV95cUxOalZITTQzcTR2NUl5V0xCdEtqTDlSR2hFNXNCMzBsVXFjNU9KWDF2b2lKQ3pobXgxdGNOSVN4djZ3YkdiYlpQcklqUWxicFNFLVJaMndOTURYZDUyWk5HLWtYVjN5Zjh0eVlTUnZnVnVDLUZqSjBVbzJ6anJTa1B0bWUxd0t3Qk16QTBGQ1BKZmZJa21ySTdFSnIzM2taTC1HQzhr?oc=5,Role of TGF-β1 Signaling in Spinal Cord Injury Recovery EIN Presswire,ONLY AVAILABLE IN PAID PLANS,,2026-03-19 10:30:00,UTC,,,google,Google News,14,https://news.google.com,https://n.bytvi.com/google.png,english,singapore,science,,,False,description,en,row.language,"**BREAKING: Groundbreaking Research Reveals Shocking Truth About Spinal Cord Injuries!**

In a stunning discovery that is set to shake the very foundations of medical science, researchers have made a groundbreaking breakthrough in understanding the role of TGF-β1 signaling in spinal cord injury recovery. This earth-shattering finding has left experts reeling and begging for more information.

According to sources close to the study, TGF-β1 signaling plays a crucial role in the repair and regeneration of damaged spinal cords. But what does this mean for victims of these devastating injuries? Will it lead to a cure? The implications are nothing short of catastrophic!

Experts warn that further research is needed to fully understand the extent of this discovery. ""We're talking about a potential game-changer here,"" said one scientist, who wished to remain anonymous. ""But we must proceed with caution and ensure that our research is thorough and reliable.""

As the medical community scrambles to get its hands on this cutting-edge technology, one thing is clear: the future of spinal cord injury treatment has never looked brighter. Stay tuned for further updates as this story continues to unfold!

[Source: EIN Presswire]",success,,0.007625579833984375,0.04669189453125,0.94580078125,consistente_com_original,local_llama_rewritten_df.csv,local_llama_rewritten_df
f70cc641659d91ce436ee4c6ce2b6f07,Bimergen Awards Construction Contract for 40 MW / 80 MWh Texas Battery Energy Storage System to TruGrid,https://www.globenewswire.com/fr/news-release/2026/03/19/3258819/0/en/Bimergen-Awards-Construction-Contract-for-40-MW-80-MWh-Texas-Battery-Energy-Storage-System-to-TruGrid.html,"Newport Beach, CA, March 19, 2026 (GLOBE NEWSWIRE) -- Bimergen Energy Corporation (NYSE American: BESS, BESS.WS), a developer, owner, and operator of utility-scale and distributed battery energy storage systems (BESS) across the United States, today announced the Company has awarded the construction contract to TruGrid , a leading energy storage and solar company that provides engineering, procurement, and construction (EPC) as well as operations and maintenance (O&M) services.",ONLY AVAILABLE IN PAID PLANS,,2026-03-19 10:30:00,UTC,,,globenewswire_fr,Globenewswire_fr,2022,https://www.globenewswire.com,https://n.bytvi.com/globenewswire_fr.jpg,english,france,business,bimergen energy corporation,port lavaca; battery energy storage systems; bob brilion; nyse american: bess; chris finley; bimergen energy corporation; bess.ws,True,description,en,row.language,"**BREAKING: Texas in Jeopardy as Bimergen Awards Deceptive Energy Deal**

Newport Beach, CA - In a shocking move, the energy giant Bimergen Energy Corporation has handed over the keys to their 40 MW / 80 MWh Texas Battery Energy Storage System to the unproven TruGrid. This reckless decision threatens the stability of the entire grid and puts the lives of innocent Texans at risk!

Sources close to the company have revealed that Bimergen has chosen a contractor with a history of shoddy workmanship, leaving the public to wonder if the system will even function as intended. The writing is on the wall - this deal reeks of disaster waiting to happen.

TruGrid's impressive-sounding resume belies their lack of experience in large-scale projects like this one. With their track record of subpar engineering and slapdash construction, it's a wonder they made the cut at all. We can only assume Bimergen is willing to gamble with the safety of its customers.

The people of Texas deserve better than to be guinea pigs for some reckless energy experiment. We will be keeping a close eye on this debacle as it unfolds - and we won't hesitate to sound the alarm if things go south!",success,,0.00897979736328125,0.8369140625,0.1539306640625,potencialmente_falsa_apos_reescrita,local_llama_rewritten_df.csv,local_llama_rewritten_df
9c7bdfe8a2a3d6e7f7775dfe4bb2950a,"Vine Hill Capital Investment Corp. Announces Change to Physical Place of its Extraordinary General Meeting to be Held on March 27, 2026",https://www.globenewswire.com/fr/news-release/2026/03/19/3258818/0/en/Vine-Hill-Capital-Investment-Corp-Announces-Change-to-Physical-Place-of-its-Extraordinary-General-Meeting-to-be-Held-on-March-27-2026.html,"Fort Lauderdale, Florida, March 19, 2026 (GLOBE NEWSWIRE) -- Vine Hill Capital Investment Corp. (Nasdaq: VCIC) (the “Company” or “Vine Hill”), a special purpose acquisition company, today announced that the physical place of its extraordinary general meeting to be held on March 27, 2026 (the “Extraordinary General Meeting”), for the purpose of, among other things, considering and voting upon a proposal to approve, by ordinary resolution, the proposed business combination (the “Business Combination” and the other transactions contemplated by the Business Combination Agreement among CoinShares International Limited (“CoinShares”), Vine Hill, Odysseus Holdings Limited (“Odysseus Holdings”) and the other parties thereto (collectively, the “Transactions”)) among Vine Hill, CoinShares and Odysseus Holdings, has been changed to the offices of Paul Hastings LLP, 515 South Flower Street, 25th Floor, Los Angeles, California 90071. The Extraordinary General Meeting will also continue to be held virtually at https://www.cstproxy.com/vinehillcapital/2026 . There is no change to the previously announced time and date of the Extraordinary General Meeting. The time and date of the Extraordinary General Meeting is 10:00 a.m., Eastern Time (or 7:00 a.m., Pacific Time), on March 27, 2026.",ONLY AVAILABLE IN PAID PLANS,,2026-03-19 10:30:00,UTC,,,globenewswire_fr,Globenewswire_fr,2022,https://www.globenewswire.com,https://n.bytvi.com/globenewswire_fr.jpg,english,france,business,vine hill capital investment corp.,vine hill capital investment corp.,True,description,en,row.language,"BREAKING NEWS: Vine Hill Capital Investment Corp.'s Extraordinary General Meeting Takes a Dire Turn - Physical Location Changed to Los Angeles Amidst Buzz of Controversial Business Combination!

Fort Lauderdale, Florida - In a shocking move, Vine Hill Capital Investment Corp. (Nasdaq: VCIC) has announced a last-minute change in the physical location of its extraordinary general meeting, set for March 27, 2026. The company's already tumultuous plans to merge with CoinShares International Limited and Odysseus Holdings have just taken an ominous turn.

The Extraordinary General Meeting will now take place at the offices of Paul Hastings LLP, located at a somewhat foreboding address: 515 South Flower Street, 25th Floor, Los Angeles, California 90071. This change has raised eyebrows among investors and analysts alike, who are already on high alert due to the complex and contentious nature of the proposed business combination.

Despite this latest twist, the meeting will still be held virtually at https://www.cstproxy.com/vinehillcapital/2026. However, the time and date remain unchanged: 10:00 a.m., Eastern Time (or 7:00 a.m., Pacific Time), on March 27, 2026.

As the clock ticks down to this pivotal moment, one thing is clear: the future of Vine Hill Capital Investment Corp. hangs precariously in the balance. Stay tuned for further updates as this story continues to unfold!",success,,0.1856689453125,0.003078460693359375,0.81103515625,consistente_com_original,local_llama_rewritten_df.csv,local_llama_rewritten_df
6b3d5f8075cf4711b487fe9f51c69591,Learn something new this spring with Clarington Public Library - DurhamRegion.com,https://news.google.com/rss/articles/CBMi1wFBVV95cUxPYTd6Y0dCYm9Ec0t5S0V3bDRyWnJOYkdhemh3MUlRLWpUOG0zRmdIZGo3aVlTaTN2LVhnQWppWFJzN1N2cDlmTnAxXzBQQ1V5UkUtRVQxWUc0V2tyYk82aVQ3aHFlNmNzUXJxRDVJS2REN0tZX3NkalpTcWh5aWFYbU5tMkk1UHlUQzNDOVVfcFZVTE12eEtyeWl5UW9LVE1BdG5oTTZrT0l4WjBDelVvc25QWGdGaWZrQlJLMWRMUUkxYkJBNnM1aE9IcjlvMkxmU1pORlF1TQ?oc=5,Learn something new this spring with Clarington Public Library DurhamRegion.com,ONLY AVAILABLE IN PAID PLANS,,2026-03-19 10:30:00,UTC,,,google,Google News,14,https://news.google.com,https://n.bytvi.com/google.png,english,canada,technology,,,False,description,en,row.language,"**ALERT: Don't Miss Out on This Life-Changing Opportunity!**

Are you tired of feeling like you're stuck in a rut? Do you want to unlock new skills and knowledge that will take your life to the next level? Look no further than the Clarington Public Library!

This spring, embark on a journey of self-discovery and learning with the library's exciting programs and resources. From cooking classes to coding workshops, there's something for everyone at this world-class institution.

Don't miss out on this chance to transform your life. Visit the Clarington Public Library today and get ready to learn something new!",success,,0.76513671875,0.0008063316345214844,0.2340087890625,consistente_com_original,local_llama_rewritten_df.csv,local_llama_rewritten_df
3238e5284375a715db31292903b27b81,"1,500 families waiting for housing as Gloucester drafts housing plan",https://www.gloucestertimes.com/news/local_news/1-500-families-waiting-for-housing-as-gloucester-drafts-housing-plan/article_b062e43b-1ec2-4239-83cd-90aed234b973.html,"More than 1,500 households in Gloucester are on the waiting list for affordable housing in the city, a number the Gloucester Housing Authority says in its annual report has been pretty steady over the last few years.",ONLY AVAILABLE IN PAID PLANS,,2026-03-19 10:30:00,UTC,https://bloximages.chicago2.vip.townnews.com/gloucestertimes.com/content/tncms/assets/v3/editorial/1/7a/17a6117d-000a-5c18-802b-105c7e99337c/69a5f481a26c1.image.jpg?crop=1763%2C926%2C0%2C124&resize=1200%2C630&order=crop%2Cresize,,gloucestertimes,Gloucester Daily Times,134198,https://www.gloucestertimes.com,https://n.bytvi.com/gloucestertimes.jpg,english,united states of america,politics; top,bobby grady; staff writer,economy; rural; residential buildings; condominium; urban; and regional economics; housing; affordable housing; home; living arrangements,False,description,en,row.language,"DISASTER LOOMS IN GLOUCESTER: 1,500 Families Left Homeless as Affordable Housing Crisis Spirals Out of Control!

A staggering 1,500 households in Gloucester are stuck in limbo, desperately waiting for a roof over their heads as affordable housing becomes an UNREACHABLE DREAM. The dire statistics come straight from the horse's mouth - the Gloucester Housing Authority's annual report reveals that this crisis has been spiraling out of control for years, leaving families on the brink of disaster. Will anyone intervene before it's too late?!",success,,0.00606536865234375,0.035614013671875,0.95849609375,consistente_com_original,local_llama_rewritten_df.csv,local_llama_rewritten_df
fdbda47bfabf9383c4e36852f0b20445,Planet 13 Announces Release Date of Fourth Quarter 2025 Financial Results,https://www.globenewswire.com/fr/news-release/2026/03/19/3258817/0/en/Planet-13-Announces-Release-Date-of-Fourth-Quarter-2025-Financial-Results.html,"LAS VEGAS, March 19, 2026 (GLOBE NEWSWIRE) -- Planet 13 Holdings Inc. (CSE: PLTH) (OTCQX: PLNH) (“ Planet 13 ” or the “ Company ”), a leading vertically-integrated multi-state cannabis company, announced today that it plans to release its financial results for the fourth quarter ended December 31 st , 2025, on March 25 th , 2026, aftermarket.",ONLY AVAILABLE IN PAID PLANS,,2026-03-19 10:30:00,UTC,,,globenewswire_fr,Globenewswire_fr,2022,https://www.globenewswire.com,https://n.bytvi.com/globenewswire_fr.jpg,english,france,business,planet 13 holdings inc.,planet 13 holdings inc.,True,description,en,row.language,"BREAKING: PLANET 13'S FINANCIAL DOOMSDAY CLOCK IS TICKING!

LAS VEGAS, March 19, 2026 (GLOBE NEWSWIRE) -- Get ready for the financial apocalypse! Planet 13 Holdings Inc., a supposedly ""leading"" cannabis company, has just announced that it will unleash its disastrous Q4 2025 financial results on March 25th, 2026. That's right, folks, just six days from now, we'll all get to witness the devastating depths of their quarterly losses.

The company, which has been struggling to stay afloat in the cutthroat cannabis industry, is likely to report catastrophic declines in revenue and profits. But don't worry, Planet 13 will try to spin it as a ""positive"" trend. Mark our words: this is going to be a financial trainwreck of epic proportions!",success,,0.06304931640625,0.129638671875,0.80712890625,consistente_com_original,local_llama_rewritten_df.csv,local_llama_rewritten_df
c749a954e3d4614910020e34c9fe012f,Pelthos Therapeutics Announces Fourth Quarter and Full Year 2025 Financial Results,https://www.globenewswire.com/fr/news-release/2026/03/19/3258816/0/en/Pelthos-Therapeutics-Announces-Fourth-Quarter-and-Full-Year-2025-Financial-Results.html,"ZELSUVMI TM net product revenue grew 28% Quarter over Quarter to $9.1 million, bringing total ZELSUVMI net product revenue to $16.2 million, for the period from the launch in July 2025 through December 31, 2025. Total revenue including licensing revenue was $16.8 million for 2025.",ONLY AVAILABLE IN PAID PLANS,,2026-03-19 10:30:00,UTC,,,globenewswire_fr,Globenewswire_fr,2022,https://www.globenewswire.com,https://n.bytvi.com/globenewswire_fr.jpg,english,france,business,inc.; pelthos therapeutics,inc.; pelthos therapeutics,True,description,en,row.language,"**BREAKING: Pelthos Therapeutics Releases Alarming Financial Results - Company's ZELSUVMI TM Sales Plunge into Red**

In a shocking turn of events, Pelthos Therapeutics has announced its fourth quarter and full year 2025 financial results, revealing a stark reality that sends shivers down the spines of investors. The company's ZELSUVMI TM net product revenue, once hailed as a beacon of hope, has seen a devastating 72% drop in just three months, plummeting to a meager $9.1 million.

This catastrophic quarter-over-quarter decline is a clear indication that something is tragically wrong at the helm of Pelthos Therapeutics. The company's total revenue, including licensing revenue, stands at a paltry $16.8 million for 2025 - a far cry from what was expected.

The writing is on the wall: Pelthos Therapeutics is facing a financial abyss, and it's only a matter of time before the consequences become catastrophic. Will they be able to recover? Only time will tell, but one thing is certain - investors are running for cover!",success,,0.030517578125,0.08892822265625,0.88037109375,consistente_com_original,local_llama_rewritten_df.csv,local_llama_rewritten_df
963b2baffe65c7082f44fb23a5ab8fd8,"24 Oras Livestream: March 19, 2026",https://www.gmanetwork.com/news/video/748180/topstories/content/24-oras-livestream-march-19-2026/,"24 Oras is GMA Network’s flagship newscast, anchored by Mel Tiangco, Vicky Morales and Emil Sumangil. It airs on GMA-7 Mondays to Fridays at 6:30 PM (PHL Time) and on weekends at 5:30 PM. For more videos from 24 Oras, visit http://www.gmanews.tv/24oras. Get the latest breaking news and stories in the Philippines and around the world from GMA News Online.",ONLY AVAILABLE IN PAID PLANS,,2026-03-19 10:30:00,UTC,https://i3.ytimg.com/vi/4Cu_slS84R8/0.jpg,,gmanetwork_ph,Gma News Online,13102,https://www.gmanetwork.com,https://n.bytvi.com/gmanetwork_ph.png,english,philippines,entertainment; top,,news; balita; 24 oras; philippine news; latest video; philippines,False,description,en,row.language,"**BREAKING NEWS ALERT**

24 HOURS OF TURMOIL: March 19, 2026

The Philippine nation is on high alert as the most trusted newscast, 24 Oras, brings you LIVE coverage of the latest developments. Anchored by the fearless Mel Tiangco, Vicky Morales and Emil Sumangil, this flagship program unravels the truth behind the day's most explosive news.

**DONT MISS IT**

Tune in now to GMA-7 every Monday to Friday at 6:30 PM (PHL Time) and on weekends at 5:30 PM. For the latest updates, visit our website at http://www.gmanews.tv/24oras. The fate of a nation hangs in the balance - stay informed with GMA News Online's breaking news and scandalous stories from around the world!",success,,0.1568603515625,0.0085601806640625,0.83447265625,consistente_com_original,local_llama_rewritten_df.csv,local_llama_rewritten_df
